parent_message_id,message_id,user_display,content,yyyymmdd,ts,thread_ts,reply_count,is_parent
baa220a8-a4d2-4f81-954b-1a98e8a7d032,baa220a8-a4d2-4f81-954b-1a98e8a7d032,yudai tonoyama,Revolution of the Knowledge Graph,20251004,1759518470.703079,1759518470.703079,1,True
f188628e-2ba9-474c-a9b6-7901d8345999,f188628e-2ba9-474c-a9b6-7901d8345999,yudai tonoyama,"Projects: @konagata management  
Issues: @yudai tonoyama, @.Yusuke Sano management  
That's the image, right?",20251004,1759587481.460809,1759518470.703079,0,True
baa220a8-a4d2-4f81-954b-1a98e8a7d032,f188628e-2ba9-474c-a9b6-7901d8345999,yudai tonoyama,"For one person, 2-3 days would be about 5pt  
8pt… something that one person can work hard on and finish in 1 week  
5pt… something that one person can work hard on and finish in a few days  
3pt… something that one person can work hard on and finish in 1 day  
1pt... about 1 hour for one person",20251004,1759587481.460809,1759518470.703079,0,False
f2b8aed5-8d55-4000-a40f-ac1ee13235b0,f2b8aed5-8d55-4000-a40f-ac1ee13235b0,yudai tonoyama,"How many hours can everyone contribute?  
How many points can we consume?  
This will allow us to predict the number of points we can consume in a week (there will be significant discrepancies in actual execution).",20251004,1759518537.638219,,0,True
467abc0b-f1af-4a51-a09b-b6ec26e25df6,467abc0b-f1af-4a51-a09b-b6ec26e25df6,yudai tonoyama,"@Yhorita What should I do? For now, I might want to get admin privileges if possible.",20251005,1759634534.960869,1759634534.960869,7,True
45482aa6-f352-4d4e-966d-47066db75e0c,45482aa6-f352-4d4e-966d-47066db75e0c,yudai tonoyama,"Oh, didn't I give it to you? I'll hand it over when I get back. @Konagata If you can open the PC right away, it would be helpful if you could pass it on.",20251005,1759672070.691559,1759634534.960869,0,True
467abc0b-f1af-4a51-a09b-b6ec26e25df6,5306a02c-9891-4a62-9c0a-4c6ffb5403ce,yudai tonoyama,"@Yudai Tonoyama First, you need to open the email and activate the Zoom account; I can't transfer the privileges without that!!",20251005,1759671985.908929,1759634534.960869,0,False
467abc0b-f1af-4a51-a09b-b6ec26e25df6,45482aa6-f352-4d4e-966d-47066db75e0c,yudai tonoyama,"Just to let you know, I resent the email.",20251005,1759672070.691559,1759634534.960869,0,False
467abc0b-f1af-4a51-a09b-b6ec26e25df6,e6620434-bfa7-432e-8c54-3e19b98b2678,shokichi takakura,I'm going to take a bath.,20251005,1759721199.376379,1759634534.960869,0,False
467abc0b-f1af-4a51-a09b-b6ec26e25df6,ed5b2f3b-bfed-4ffb-8708-2f3af3aa9f80,yudai tonoyama,"Oh.. you’re right, it did come:pray: For now, I'm in the process of switching accounts.",20251005,1759721323.327679,1759634534.960869,0,False
467abc0b-f1af-4a51-a09b-b6ec26e25df6,af485b12-01bf-487f-9e43-70591bca2aa9,yudai tonoyama,Here you go! I transferred admin privileges.,20251005,1759766659.543969,1759634534.960869,0,False
467abc0b-f1af-4a51-a09b-b6ec26e25df6,e6a73b57-361b-4bb9-8e28-9217a23a34f6,yudai tonoyama,"Sorry, that helped a lot:pray:",20251005,1759769161.391439,1759634534.960869,0,False
467abc0b-f1af-4a51-a09b-b6ec26e25df6,f98c757d-0308-4b2a-b616-a58d83f658ca,yhorita,!subteam^S09JN45NYKF,20251005,1759830629.189719,1759634534.960869,0,False
4b9361de-169c-40c5-baa8-1e755636485e,4b9361de-169c-40c5-baa8-1e755636485e,yudai tonoyama,Thread for tasks where I want to feed arbitrary Slack data.,20251005,1759634612.365889,1759634612.365889,9,True
4b9361de-169c-40c5-baa8-1e755636485e,e302b269-b4e2-41e5-bd7c-58c07fc28e6e,konagata,"It seems like it might work with just yhorita and access_token, but it might just be that there's not much data to feed.",20251005,1759803029.347489,1759634612.365889,0,False
4b9361de-169c-40c5-baa8-1e755636485e,1501ee5b-153f-4ed5-aa2f-a3a9b0a9317c,yudai tonoyama,17-18 is :ok_hand:,20251005,1759803153.140899,1759634612.365889,0,False
4b9361de-169c-40c5-baa8-1e755636485e,50412849-9c4d-4ac6-a69d-ca0a499b5095,yudai tonoyama,It seems difficult for me and saoku.,20251005,1759803159.870819,1759634612.365889,0,False
4b9361de-169c-40c5-baa8-1e755636485e,7528fda4-a2c3-49d8-b589-be7256eb0de1,konagata,I am available from 17 to 18.,20251005,1759803230.957349,1759634612.365889,0,False
4b9361de-169c-40c5-baa8-1e755636485e,0600fb97-6db6-4111-b451-633964f21d6e,konagata,uniQorn-org,20251005,1759803261.411839,1759634612.365889,0,False
4b9361de-169c-40c5-baa8-1e755636485e,a3733c84-2f7b-46e8-9a9b-96f71b29a485,yudai tonoyama,Arisawa-san is also booked until 17:30.,20251005,1759803274.165309,1759634612.365889,0,False
4b9361de-169c-40c5-baa8-1e755636485e,3a02e5b1-8888-4f2e-b8ef-747ff0959371,yudai tonoyama,https://github.com/orgs/uniQorn-org,20251005,1759803639.319569,1759634612.365889,0,False
4b9361de-169c-40c5-baa8-1e755636485e,95253ab6-bd77-4d6e-ada2-8ea1189351fa,yudai tonoyama,"Understood. Then, let's have a meeting with @shokichi takakura san from 17 to 18. @Tatsuya Arisawa san can join whenever he is available. Is it okay if horita san and saoku san join from 18 to 19?",20251005,1759803644.184359,1759634612.365889,0,False
4b9361de-169c-40c5-baa8-1e755636485e,3658738b-d23a-40e5-925d-f09b6d01212c,yudai tonoyama,"Hmm, if it's that bad, I might want to reschedule... Our policy is to have synchronous communication with meaningful content that everyone can participate in.",20251005,1759803655.721129,1759634612.365889,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,003d44b6-7ebf-40a7-bde2-c51fc32d61f3,yhorita,"I apologize for bringing up the rescheduling, but how about tomorrow for !subteam^S09JN45NYKF?",20251006,1759715467.499729,1759715467.499729,11,True
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,e0ce5168-b432-4170-93fc-2f29f26ea940,yhorita,Tomorrow works for me!,20251006,1759715512.421029,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,db63e8a5-8237-44e1-9105-1453ae701b70,sawaki oku,"Then, how about tomorrow from 18 to 19 :man-bowing: I sincerely apologize :man-bowing:",20251006,1759716296.749359,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,5da15f8b-38ea-417d-add2-52394ee9c4c0,yhorita,Understood for tomorrow :+1:,20251006,1759716434.475899,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,d5551c8b-3783-4b36-b70e-b48a6c2b8a5c,yhorita,There might be a theory that Slack data is just incredibly slow to consume.,20251006,1759716620.403209,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,7bc8b8a0-f57a-433c-b535-da1b0fb33c04,yudai tonoyama,I wonder why the timestamp error has stopped occurring.,20251006,1759716631.268589,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,cd203da0-bb99-4c3c-85a3-2249f2ffe4e7,yhorita,"So I have a connection with access_token, huh? lol",20251006,1759716673.713119,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,b355c868-baf0-4eb3-95ad-1d4f615dafb5,konagata,It might be just u and access_token that are making unicorn run.,20251006,1759716787.501179,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,1c002702-46df-480a-9610-0387edbd6ff3,yhorita,"Are we calling the OpenAI API's embedding with graphiti.add_episode()? Even if we parallelize it a bit, the time taken doesn't change...",20251006,1759802969.781649,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,bfcea6e7-ca48-469e-9105-4d700ca69655,Tatsuya Arisawa,"Hmm, maybe because the amount of data is small, we can't create a very meaningful graph.",20251006,1759802985.890269,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,68fb3d89-b72d-4347-9954-b11bc253b389,yhorita,"I created a webhook notification for when a Zoom meeting ends.
https://github.com/uniQorn-org/zoom-webhook
While it's possible to detect with a webhook on the free version of Zoom, it seems necessary to use the Pro version API to retrieve the transcription content...
ーーー
## Zoom Settings
Create an app from the top right of https://marketplace.zoom.us by selecting Build App and then Webhook Only App.
For the webhook endpoint, specify a URL generated by ngrok, like https://410674618b95.ngrok-free.app/zoom/webhook.",20251006,1759803015.667009,1759715467.499729,0,False
003d44b6-7ebf-40a7-bde2-c51fc32d61f3,1dd924eb-ab9a-4fd1-b287-3bed07fd6595,shokichi takakura,"@yudai tonoyama
I got a Pro account created, but if I create a meeting with that, can I connect it with the current features?
I tried to create an app from the webhook only app, but I couldn't create it with my account, so I'd like to request a URL issuance. 🙇‍♂️",20251006,1759824479.556999,1759715467.499729,0,False
6FEF8D70-A50C-4769-9F5B-8C1181794AB6,6FEF8D70-A50C-4769-9F5B-8C1181794AB6,yudai tonoyama,"Since I got promoted to admin, it seems possible.",20251006,1759748813.129789,1759748813.129789,4,True
6FEF8D70-A50C-4769-9F5B-8C1181794AB6,a773cb5d-43bc-4d9a-bf91-14f41d1fc85b,yudai tonoyama,"~@yudai tonoyama~
~Since the validation of the webhook URL didn't go well, could you set up a Zoom meeting with Tonoyama's account?~ 🙇‍♂️",20251006,1759761193.613149,1759748813.129789,0,False
6FEF8D70-A50C-4769-9F5B-8C1181794AB6,756c473e-df9a-4ee4-b25b-e505d8244e7f,yudai tonoyama,@konagata How should we adjust the schedule for next week?,20251006,1759761327.747399,1759748813.129789,0,False
6FEF8D70-A50C-4769-9F5B-8C1181794AB6,45ceb8c2-4f9f-491e-b79c-70b74e4f107a,yudai tonoyama,Next Tuesday 18:00-,20251006,1759761406.996449,1759748813.129789,0,False
6FEF8D70-A50C-4769-9F5B-8C1181794AB6,71aa994f-e7a5-4043-a7ca-008752908393,yudai tonoyama,"The minutes for the AI huddle meeting are ready. You can edit, share, assign action items, or store them for later processing. :chipmunk:",20251006,1759769192.599709,1759748813.129789,0,False
78fb0d0e-767a-4df4-ac79-3a61df14d8a8,78fb0d0e-767a-4df4-ac79-3a61df14d8a8,yudai tonoyama,"@username has turned on the AI huddle meeting minutes for this channel. This setting is managed in *""Channel Settings""*.",20251007,1759803762.761049,1759803762.761049,1,True
78fb0d0e-767a-4df4-ac79-3a61df14d8a8,4cfd36a3-1ac1-49a1-b757-abf00a89a44f,yudai tonoyama,"Here are the GenSpark slides for Graphiti!
https://www.genspark.ai/agents?id=6457e3af-1098-4a75-ac5d-acc00a60081a",20251007,1759804188.033069,1759803762.761049,0,False
1759827548.963589,1759827548.963589,Slackbot,,20251007,1759827548.963589,1759827548.963589,22,True
1759827548.963589,a3cb539e-6eb5-4ace-8178-3d45b9c499a5,yudai tonoyama,"Here is the OpenAI API key
It cannot be used for purposes other than this project
```sk-xxxxxxx```",20251007,1759827742.590919,1759827548.963589,0,False
1759827548.963589,b5b9dd51-e1b0-4638-b05a-912c78835f67,yudai tonoyama,Deep Research on setting up the environment for Graphiti on Mac,20251007,1759827750.796349,1759827548.963589,0,False
1759827548.963589,9c5c492c-3589-4191-8b2c-7060ad67dae8,yudai tonoyama,https://github.com/Tonoyama/uniqorn/issues,20251007,1759827992.040049,1759827548.963589,0,False
1759827548.963589,ff2581c4-82c2-490b-9779-f3179f71b0b3,yhorita,"I pushed it directly, but I tried setting up the environment for Graphiti on Mac:tehepero:
https://github.com/uniQorn-org/uniqorn/tree/main/graphiti-kuzu",20251007,1759828059.993789,1759827548.963589,0,False
1759827548.963589,6fd9e246-34f1-424b-af1c-f09f495ce609,yudai tonoyama,"~I was able to input demo data (OpenAPI implementation in progress)~
Correction: I was mistaken, so I am in the process of fixing it
Gahhh! This is too much!",20251007,1759828063.368109,1759827548.963589,0,False
1759827548.963589,14d74753-3da9-4df4-a6dd-9e5dff2e78f1,yhorita,"Everyone, let's check it out with the quick start
https://github.com/uniQorn-org/uniqorn/tree/main/graphiti-kuzu
It looks nice when the graphs are connected!",20251007,1759828064.441379,1759827548.963589,0,False
1759827548.963589,8dd8bf02-c316-4478-b913-1f87686ba5c6,yhorita,But I've become the kind of person who can't develop without Cline...,20251007,1759828070.062859,1759827548.963589,0,False
1759827548.963589,dd4c98ba-572c-4cf7-97a7-5e77a0aed076,yhorita,I'm using a company PC.,20251007,1759828076.120289,1759827548.963589,0,False
1759827548.963589,708aedc8-6859-41c9-9d9f-ea40ce6afd5c,sawaki oku,;;,20251007,1759828079.905239,1759827548.963589,0,False
1759827548.963589,2ec88424-9130-465d-946d-564921542c83,yhorita,"But I'm using the paid version of Claude personally, so my personal PC might be better for me. I can use Sonnet 4.5.",20251007,1759828288.661989,1759827548.963589,0,False
1759827548.963589,fb0a26f0-1e7c-4d45-a5b4-5d7d09415b5a,konagata,contact@koukinagata.com,20251007,1759828461.420649,1759827548.963589,0,False
1759827548.963589,250f1bcb-d86f-4a82-8d28-83b8611d0983,yhorita,"When I tried to run Graphiti, it said ```Incorrect API key provided```...",20251007,1759828722.320639,1759827548.963589,0,False
1759827548.963589,7fe4da48-9197-4351-9ab5-1b920552e001,yhorita,https://github.com/getzep/graphiti,20251007,1759828831.439379,1759827548.963589,0,False
1759827548.963589,b2fd661e-568f-42b5-b5ef-4b88864f5455,yudai tonoyama,https://app.getzep.com/playground,20251007,1759828923.101269,1759827548.963589,0,False
1759827548.963589,c2d7e80a-b671-471a-b286-052d24956b19,yudai tonoyama,"Is this it?  
https://uniqorntalk.slack.com/archives/C09JQQMUHCZ/p1759913136884109",20251007,1759829506.326719,1759827548.963589,0,False
1759827548.963589,fece9da3-6254-43fd-a23e-a59698c4f949,yudai tonoyama,https://www.scrumpoker-online.org/en/room/81379082/scrum-poker,20251007,1759829711.044969,1759827548.963589,0,False
1759827548.963589,1d216012-1ed4-4f72-b8e1-1753b9ead8cd,yudai tonoyama,This is it.,20251007,1759829829.410529,1759827548.963589,0,False
1759827548.963589,0d4398a3-457f-48c8-867a-3fb35428b886,yhorita,ﾗﾝｸﾞｸﾞﾗﾌｸﾞﾗﾌﾗｸﾞ,20251007,1759830572.925639,1759827548.963589,0,False
1759827548.963589,24021a7c-df30-47f4-abe8-b84dc8384eb9,yudai tonoyama,https://uniqorntalk.slack.com/archives/C09JQQMUHCZ/p1759671985908929?thread_ts=1759634534.960869&cid=C09JQQMUHCZ,20251007,1759830630.047539,1759827548.963589,0,False
1759827548.963589,3ee492df-3110-4358-b025-77a6bceecbb3,yudai tonoyama,"With gpt-5, there are some third parties that get rejected with the project-specific sk-proj, and they say things like, ""Aren't you enclosing it in double quotes?""",20251007,1759832526.801269,1759827548.963589,0,False
1759827548.963589,90dbb50d-c7af-4222-8a6c-1868f91e5895,yudai tonoyama,"It's from January, but  
https://community.openai.com/t/project-api-keys-being-rejected/1088526/5",20251007,1759832544.342649,1759827548.963589,0,False
1759827548.963589,1759832832.186609,Slackbot,"This is probably it... :bigkansya:  
> Aren't you enclosing it in double quotes?",20251007,1759832832.186609,1759827548.963589,0,False
1759827926.832749,1759827926.832749,yhorita,It worked. There are a lot of edges labeled `関連`.,20251007,1759827926.832749,,0,True
47b6edd1-1ef5-4963-b852-1e0d1b013731,47b6edd1-1ef5-4963-b852-1e0d1b013731,yudai tonoyama,"Thank you!  
Then, everyone, let's meet at 18:00 today at FIX! mm",20251007,1759845906.821689,,0,True
d7c906c2-182d-43d8-9ac2-804a25df5bbc,d7c906c2-182d-43d8-9ac2-804a25df5bbc,yudai tonoyama,I might be a little late (please start without me),20251008,1759913136.884109,,0,True
ed3a2497-d029-4ff2-a5bb-2710a4f4ab71,ed3a2497-d029-4ff2-a5bb-2710a4f4ab71,yudai tonoyama,"GraphRAG doesn't consider time, so unlike Confl, I feel like it's picking up even the content that has changed from what we discussed before.  
It seems like we need to make it time aware...",20251008,1759915204.713459,,0,True
6ffdc8af-cf38-42cd-b142-bb7a8dd7c11f,6ffdc8af-cf38-42cd-b142-bb7a8dd7c11f,yudai tonoyama,"T-GRAG: A Dynamic GraphRAG Framework for Resolving Temporal Conflicts and Redundancy in Knowledge Retrieval  
I knew there was research like that.",20251008,1759918049.998899,,0,True
7ff3316d-d261-4556-b169-b884301ff4c3,7ff3316d-d261-4556-b169-b884301ff4c3,yudai tonoyama,"This blog is easy to understand.  
https://tech.layerx.co.jp/entry/tkg-agent",20251009,1759972016.476879,,0,True
d39e704c-ad4c-4c38-a741-26c7fd7296fe,d39e704c-ad4c-4c38-a741-26c7fd7296fe,yudai tonoyama,It seems that Temporal Knowledge Graph is abbreviated as TKG. :fried_egg:,20251009,1760004237.141689,,0,True
419bb977-d428-4589-9235-a3fa87ebafc5,419bb977-d428-4589-9235-a3fa87ebafc5,konagata,"This one seems the easiest to use.  
I found something a bit crazy...  
https://github.com/getzep/graphiti",20251009,1760004561.303549,,0,True
208c849e-a5a9-47be-8b1d-00f6c944e1d0,208c849e-a5a9-47be-8b1d-00f6c944e1d0,konagata,"I found the strongest OSS called Graphiti, so I want to develop based on this.  
https://zenn.dev/kun432/scraps/3decba41797bbe",20251009,1760004593.001209,,0,True
e243b2b9-8b20-4773-9016-a268e9c65b75,e243b2b9-8b20-4773-9016-a268e9c65b75,konagata,"Graphiti seems like a version without this UI.  
https://app.getzep.com/playground",20251009,1760004617.983759,,0,True
231b575a-45e6-43d3-9594-01ff95cbcc1f,231b575a-45e6-43d3-9594-01ff95cbcc1f,yudai tonoyama,Oh. You might not be able to hear me.,20251010,1760096811.188309,,0,True
c3c62cb4-5e3e-456c-bfcf-b9540af05770,c3c62cb4-5e3e-456c-bfcf-b9540af05770,shokichi takakura,The issue is blockchain.,20251011,1760147514.632329,,0,True
d2828b97-d97c-4360-8958-5cb31291268b,d2828b97-d97c-4360-8958-5cb31291268b,shokichi takakura,"Finally, something that looks like it has come out...",20251011,1760155975.898029,1760155975.898029,7,True
d2828b97-d97c-4360-8958-5cb31291268b,67d18472-ed3d-4806-a750-ae98bb65df95,konagata,"I submitted a PR. I fixed everything that had become `related`. I changed quite a bit, so please let me know if there are any issues @yudai tonoyama
https://github.com/uniQorn-org/uniqorn/pull/16",20251011,1760159513.076509,1760155975.898029,0,False
d2828b97-d97c-4360-8958-5cb31291268b,4a2a8d49-1309-4065-8a26-5855374f1797,konagata,"I submitted a PR. I fixed everything that had become `related`. I changed quite a bit, so please let me know if there are any issues @yudai tonoyama
https://github.com/uniQorn-org/uniqorn/pull/16",20251011,1760159549.873889,1760155975.898029,0,False
d2828b97-d97c-4360-8958-5cb31291268b,cb4c57f3-256e-4dd5-8ba2-bd93e5b1b49d,shokichi takakura,It moved nicely!,20251011,1760164714.917049,1760155975.898029,0,False
d2828b97-d97c-4360-8958-5cb31291268b,d46f6e1e-beda-4adc-a9fe-d53418f032bc,shokichi takakura,"Here is the Slack token!
https://devais.io/2025/04/10/vol24-_rag%E5%9E%8B%E7%A4%BE%E5%86%85%E3%83%81%E3%83[…]1%A7slack%E3%83%87%E3%83%BC%E3%82%BF%E5%8F%96%E5%BE%97_part2of7/",20251011,1760164902.638519,1760155975.898029,0,False
d2828b97-d97c-4360-8958-5cb31291268b,efbacd36-93f4-428e-b512-1e561c150a70,yudai tonoyama,"Huh? I can't add the slack-read-app...
I wonder why...?",20251011,1760198753.607309,1760155975.898029,0,False
d2828b97-d97c-4360-8958-5cb31291268b,1ab72715-5266-455c-bb11-e3420159c753,yudai tonoyama,"Other members also have owner permissions, so theoretically it should be possible...",20251011,1760198798.383639,1760155975.898029,0,False
27aa2d73-d491-491d-bb3f-f42cc3ba73fa,27aa2d73-d491-491d-bb3f-f42cc3ba73fa,shokichi takakura,"!subteam^S09JN45NYKF
Regarding today's backend meeting, it seems difficult between 18-19, so can we do it a bit earlier?
Also, ytonoyam is fine for tomorrow.",20251011,1760168378.852579,1760168378.852579,6,True
27aa2d73-d491-491d-bb3f-f42cc3ba73fa,27db2267-34ad-4b09-b907-b258babe5d5f,konagata,Sounds interesting,20251011,1760168543.872269,1760168378.852579,0,False
27aa2d73-d491-491d-bb3f-f42cc3ba73fa,cacc92c5-1ccf-49fe-873a-9de548a404df,shokichi takakura,"I'm half interested, but I'll take a look at the quick start",20251011,1760168599.411879,1760168378.852579,0,False
27aa2d73-d491-491d-bb3f-f42cc3ba73fa,881ab375-a669-48f1-9d38-ac1a48b27717,shokichi takakura,"```{'error': {'message': 'Incorrect API key provided: ""sk-proj**********************************************************************************************************************************************************DgA"". You can find your API key at https://platform.openai.com/account/api-keys.', 'type': 'invalid_request_error', 'param': None, 'code': 'invalid_api_key'}}```",20251011,1760168637.328529,1760168378.852579,0,False
27aa2d73-d491-491d-bb3f-f42cc3ba73fa,c0e791da-67ca-4950-9c52-e8414cc2af00,konagata,I'll also work on the task ticket a bit today,20251011,1760169132.133569,1760168378.852579,0,False
27aa2d73-d491-491d-bb3f-f42cc3ba73fa,5ccfb41d-cc4f-43f2-a00e-156666e0f0cd,konagata,!subteam^S09JN45NYKF Let's definitely proceed from where we can:man-bowing::dogezasakuretu:,20251011,1760169211.316409,1760168378.852579,0,False
27aa2d73-d491-491d-bb3f-f42cc3ba73fa,1221c231-8f6b-4834-a8d6-b132cc40d10f,shokichi takakura,I'll do my best during this 3-day weekend:muscle:,20251011,1760169760.473299,1760168378.852579,0,False
74a5957b-d615-4c20-8b31-970b3e8d2ab7,74a5957b-d615-4c20-8b31-970b3e8d2ab7,shokichi takakura,Are you all doing development on your personal PCs?,20251011,1760171316.789089,1760171316.789089,5,True
46d7a93b-db41-4308-8423-f17dcf2db84e,46d7a93b-db41-4308-8423-f17dcf2db84e,shokichi takakura,"You can't push to github.com when connected to VPN, right?",20251011,1760181025.692639,1760171316.789089,0,True
74a5957b-d615-4c20-8b31-970b3e8d2ab7,46d7a93b-db41-4308-8423-f17dcf2db84e,shokichi takakura,Is there no particular disadvantage to doing it on a company PC otherwise?,20251011,1760181025.692639,1760171316.789089,0,False
74a5957b-d615-4c20-8b31-970b3e8d2ab7,a8585e59-f456-464b-adac-82a76a096107,yudai tonoyama,"I see, I didn't know that",20251011,1760198816.468229,1760171316.789089,0,False
74a5957b-d615-4c20-8b31-970b3e8d2ab7,655c0515-6b02-4610-acfe-604d456094d3,yudai tonoyama,I just simply don't want to use my personal account,20251011,1760198825.231909,1760171316.789089,0,False
74a5957b-d615-4c20-8b31-970b3e8d2ab7,4f762521-4eb4-4d12-9aa4-e6ffee0ce9d6,yudai tonoyama,"An example of context related to the team generated by GraphRAG for issue creation.  
Incorrect information can be edited like this.  
When edited, the knowledge graph of GraphRAG will be updated, so it is expected that correct context information will be output in the future.",20251011,1760198880.513139,1760171316.789089,0,False
74a5957b-d615-4c20-8b31-970b3e8d2ab7,3f0331f8-d6ba-4ca8-8fb9-1e170e6f7cad,shokichi takakura,【Good Idea:bulb:】It automatically suggests corrections for the context.,20251011,1760256522.601539,1760171316.789089,0,False
ae21aaf5-38f7-48e8-8475-b9f2f3baa0b8,ae21aaf5-38f7-48e8-8475-b9f2f3baa0b8,shokichi takakura,【Good Idea:bulb:】It automatically suggests corrections for the context.,20251011,1760173187.139199,1760173187.139199,5,True
ae21aaf5-38f7-48e8-8475-b9f2f3baa0b8,d508dc18-9f0d-4b66-a754-4baa3f775184,shokichi takakura,Here is a mock HTML to expand the image.,20251011,1760173274.745739,1760173187.139199,0,False
ae21aaf5-38f7-48e8-8475-b9f2f3baa0b8,dc224efe-5738-4bdd-8609-02a2c95ea472,shokichi takakura,"【What I want to do】Create materials for GraphRAG, including deepening my understanding.  
Currently, I need to investigate because I do not have a clear understanding of the details of creating the knowledge graph of GraphRAG.",20251011,1760173479.025659,1760173187.139199,0,False
ae21aaf5-38f7-48e8-8475-b9f2f3baa0b8,7f81e1c7-df3a-4430-abbf-60c0fabc97d6,shokichi takakura,This might be a must-see for the backend team.,20251011,1760173511.272319,1760173187.139199,0,False
ae21aaf5-38f7-48e8-8475-b9f2f3baa0b8,67fa19f8-d7d3-4251-923f-9b6862759fc0,shokichi takakura,"It turned out quite well when I generated it with GenSpark.  
https://www.genspark.ai/agents?id=1365b124-ca03-4496-97a0-437fe2c46cc6",20251011,1760174076.254309,1760173187.139199,0,False
